domain,keyword,title,url,source_domain,seendate,language,country
reforestation,tree planting,Environmental protesters swarm outside White House as Trump hits milestone,https://www.yahoo.com/news/environmental-protesters-swarm-outside-white-house-trump-hits-000427715.html,yahoo.com,20170430T201500Z,English,United States
reforestation,tree planting,Environmental Protesters Return to Washington as Trump Passes Milestone,http://conservativeread.com/environmental-protesters-return-to-washington-as-trump-passes-milestone/,conservativeread.com,20170430T193000Z,English,United States
reforestation,tree planting,Ray Ridlen : Here how to become a Master Gardener in Oklahoma,http://newsok.com/ray-ridlen-heres-how-to-become-a-master-gardener-in-oklahoma/article/5546824,newsok.com,20170430T180000Z,English,United States
reforestation,tree planting,Arbor Day celebrated in Gardnerville,http://www.recordcourier.com/news/local/arbor-day-celebrated-in-gardnerville/,recordcourier.com,20170430T161500Z,English,United States
reforestation,tree planting,Sea of protesters hit streets nationally to protest Trump a Peoples Climate March,http://www.rawstory.com/2017/04/sea-of-protesters-hit-streets-nationally-to-protest-trump-a-peoples-climate-march/,rawstory.com,20170430T144500Z,English,United States
reforestation,tree planting,apple orchard,https://everything2.com/title/apple+orchard,everything2.com,20170430T140000Z,English,United States
reforestation,tree planting,Enid JCPenney fundraiser promotes tree planting,http://www.enidnews.com/news/business/enid-jcpenney-fundraiser-promotes-tree-planting/article_0a77a0c4-bca2-5212-8556-ed07a7ae075b.html,enidnews.com,20170430T131500Z,English,United States
reforestation,tree planting,Central Montgomery County community calendar : Week of April 30,http://www.montgomerynews.com/amblergazette/communities/central-montgomery-county-community-calendar-week-of-april/article_b144b928-2911-11e7-b31c-5bd14d8d3465.html,montgomerynews.com,20170430T120000Z,English,United States
reforestation,tree planting,Announcements,http://www.nuggetnews.com/main.asp?SectionID=12&TM=83810.23,nuggetnews.com,20170430T080000Z,English,United States
reforestation,tree planting,"Things to do around Naperville on Sunday , April 30",http://www.positivelynaperville.com/2017/04/29/things-sunday-april-30/72988,positivelynaperville.com,20170430T070000Z,English,United States
reforestation,tree planting,Watertown Daily Times,http://www.watertowndailytimes.com/news03/adams-birthplace-of-arbor-day-founder-marks-holiday-with-tree-planting-20170430,watertowndailytimes.com,20170430T063000Z,English,United States
reforestation,tree planting,Lycos News,http://news.lycos.com/life/environmental-protesters-swarm-outside-white-house-as-trump-hits-milestone-e6d00e9c7d109928adcde607925be2a3/,news.lycos.com,20170430T063000Z,English,United States
reforestation,tree planting,Lycos News,http://news.lycos.com/topnews/environmental-protesters-swarm-outside-white-house-as-trump-hits-milestone-f4fb7a38e611362f85fd1adda49742ab/,news.lycos.com,20170430T061500Z,English,United States
reforestation,tree planting,Lycos News,http://news.lycos.com/topnews/environmental-protesters-swarm-outside-white-house-as-trump-hits-milestone-af8d9bfd58269dd7f763e574ecec5f6b/,news.lycos.com,20170430T061500Z,English,United States
reforestation,tree planting,Environmental protesters swarm outside White House,https://venturebeat.com/2017/04/29/environmental-protesters-swarm-outside-white-house/,venturebeat.com,20170430T041500Z,English,United States
reforestation,tree planting,CBS 58,http://www.cbs58.com/story/35285145/bucks-planting-355-trees-after-hitting-355-threes,cbs58.com,20170430T021500Z,English,United States
reforestation,tree planting,Watertown Daily Times,http://www.watertowndailytimes.com/news03/adams-birth-place-of-arbor-day-founder-marks-holiday-with-tree-planting-20170429,watertowndailytimes.com,20170430T014500Z,English,United States
reforestation,tree planting,Environmental protesters swarm outside White House as Trump hits milestone,https://cdanews.com/2017/04/environmental-protesters-swarm-outside/,cdanews.com,20170430T013000Z,English,United States
reforestation,tree planting,Volunteers Plant Trees In Watertown,http://www.wwnytv.com/story/35285389/volunteers-plant-trees-in-watertown,wwnytv.com,20170430T013000Z,English,United States
reforestation,tree planting,Northampton pushes native New England trees at Arbor Day weekend event,http://www.masslive.com/news/index.ssf/2017/04/northampton_pushes_tiny_white.html,masslive.com,20170430T010000Z,English,United States
reforestation,tree planting,"Up , up and away :  Huey  helicopter ride",http://www.islandpacket.com/entertainment/local-events/article147630794.html,islandpacket.com,20170430T003000Z,English,United States
reforestation,tree planting,Volunteers pitch in to celebrate Arbor Day in Lake Zurich,http://www.dailyherald.com/news/20170429/volunteers-pitch-in-to-celebrate-arbor-day-in-lake-zurich,dailyherald.com,20170430T003000Z,English,United States
reforestation,tree planting,The U . S . Navy Blue Angels flight demonstration team performs on the first day of the Marine Corps Air Station Beaufort Air Show .,http://www.islandpacket.com/news/local/community/beaufort-news/bg-military/article147662439.html,islandpacket.com,20170430T003000Z,English,United States
reforestation,tree planting,Environmental protesters swarm outside White House as Trump ...,http://news.trust.org/item/20170429181048-qfv61/,news.trust.org,20170430T003000Z,English,United States
reforestation,tree planting,Protesters return to Washington for Peoples Climate March,https://www.adn.com/nation-world/2017/04/29/climate-march-draws-massive-crowd-to-washington-in-sweltering-heat/,adn.com,20170430T001500Z,English,United States
reforestation,tree planting,Tree,http://www.providencejournal.com/news/20170429/tree-planting-program-makes-providence-streets-greener,providencejournal.com,20170429T234500Z,English,United States
reforestation,tree planting,Environmental Protesters Take Message to White House,http://www.newsweek.com/white-house-environment-protest-donald-trump-climate-change-peoples-climate-592122,newsweek.com,20170429T231500Z,English,United States
reforestation,tree planting,Environmental protesters swarm outside White House as Trump hits milestone,http://cdanews.com/2017/04/environmental-protesters-swarm-outside/,cdanews.com,20170429T231500Z,English,United States
reforestation,tree planting,Environmental protesters swarm outside White House as Trump hits milestone,http://mobile.reuters.com/article/idUSKBN17V0B7,mobile.reuters.com,20170429T230000Z,English,United States
reforestation,tree planting,Gunflint Trail marks 10 years after devastating Ham Lake fire,http://www.startribune.com/gunflint-trail-marks-10-years-after-devastating-ham-lake-fire/420822233/,startribune.com,20170429T230000Z,English,United States
reforestation,tree planting,Environmental protesters swarm outside White House as Trump hits milestone,http://www.thefiscaltimes.com/latestnews/2017/04/29/Environmental-protesters-return-Washington-Trump-passes-milestone,thefiscaltimes.com,20170429T223000Z,English,United States
reforestation,tree planting,Garden Sage : Ocotillo not looking as lush as it once was,http://tucson.com/lifestyles/home-and-garden/garden/garden-sage-ocotillo-not-looking-as-lush-as-it-once/article_b35af683-695a-5473-9431-4029e7157b6b.html,tucson.com,20170429T221500Z,English,United States
reforestation,tree planting,Providence residents deliver green gifts along city sidewalks,http://www.providencejournal.com/news/20170429/providence-residents-deliver-green-gifts-along-city-sidewalks,providencejournal.com,20170429T214500Z,English,United States
reforestation,tree planting,Tarpon Springs says goodbye to retiring Kathleen MonahanTarpon Springs Beacon,http://www.tbnweekly.com/pubs/tarpon_springs_beacon/content_articles/042917_tsb-01.txt,tbnweekly.com,20170429T213000Z,English,United States
reforestation,tree planting,Environmental protesters return to Washington as Trump passes milestone,https://cdanews.com/2017/04/environmental-protesters-return-to/,cdanews.com,20170429T211500Z,English,United States
reforestation,tree planting,Environmental protesters return to Washington as Trump passes milestone,http://wnmtradio.com/news/articles/2017/apr/29/environmental-protesters-return-to-washington-as-trump-passes-milestone/,wnmtradio.com,20170429T201500Z,English,United States
reforestation,tree planting,"Volunteers : Shovels and trees , please , for Arbor Day – St George News",http://www.stgeorgeutah.com/news/archive/2017/04/29/rsw-volunteers-shovels-and-trees-please-for-arbor-day/,stgeorgeutah.com,20170429T201500Z,English,United States
reforestation,tree planting,budget Archives,http://baltimorepostexaminer.com/tag/budget,baltimorepostexaminer.com,20170429T200000Z,English,United States
reforestation,tree planting,Environmental protesters return to Washington as Trump passes milestone,http://in.reuters.com/article/us-usa-trump-protest-idINKBN17V0B7,in.reuters.com,20170429T194500Z,English,United States
reforestation,tree planting,Trump 100th Day Inspires Environmental Protests,http://fortune.com/2017/04/29/trump-environmental-protests/,fortune.com,20170429T193000Z,English,United States
reforestation,tree planting,Maplewood Garden Club Hosts Architect of the 9 / 11 Memorial Trees May 1,http://villagegreennj.com/community/maplewood-garden-club-hosts-architect-911-memorial-trees-may-1/,villagegreennj.com,20170429T191500Z,English,United States
